Report for mn0010,,,,,,,
Court,Transaction Date,Time,Pages,Client Code,Description,Search,Cost
DEBK,05/05/2014,12:06:35,21,,DOCKET REPORT,14-10867-BLS FIL OR ENT: FILED FROM: 3/6,$2.10
DEBK,05/05/2014,12:11:30,3,,IMAGE132-0,14-10867-BLS                   DOCUMENT,$0.30
DEBK,05/05/2014,12:12:30,8,,IMAGE133-0,14-10867-BLS                   DOCUMENT,$0.80
DEBK,05/08/2014,11:28:35,30,,IMAGE356-0,14-10867-BLS                   DOCUMENT,$3.00
DEBK,05/09/2014,10:15:24,30,,DOCKET REPORT,14-10867-BLS FIL OR ENT: FILED FROM: 3/1,$3.00
DEBK,05/09/2014,10:16:16,2,,IMAGE87-0,14-10867-BLS                   DOCUMENT,$0.20
DEBK,05/13/2014,12:02:08,1,ORIENT CRAFT/COLDWATER CREEK,SEARCH,LNAME: COLDWATER CREEK,$0.10
DEBK,05/13/2014,12:02:22,30,ORIENT CRAFT/COLDWATER CREEK,DOCKET REPORT,14-10867-BLS FIL OR ENT: FILED FROM: 3/1,$3.00
DEBK,05/13/2014,12:02:56,9,ORIENT CRAFT/COLDWATER CREEK,IMAGE349-0,14-10867-BLS                   DOCUMENT,$0.90
DEBK,05/13/2014,12:04:58,10,ORIENT CRAFT/COLDWATER CREEK,IMAGE349-1,14-10867-BLS                   DOCUMENT,$1.00
DEBK,05/13/2014,12:06:10,5,ORIENT CRAFT/COLDWATER CREEK,IMAGE349-2,14-10867-BLS                   DOCUMENT,$0.50
DEBK,05/13/2014,12:06:58,4,ORIENT CRAFT/COLDWATER CREEK,IMAGE349-3,14-10867-BLS                   DOCUMENT,$0.40
DEBK,05/19/2014,09:39:49,22,ORIENT/GOKALDAS/MATRIX/RICHA,IMAGE385-0,14-10867-BLS                   DOCUMENT,$2.20
DEBK,05/19/2014,16:58:43,2,,DOCKET REPORT,12-11128-MFW FIL OR ENT: FILED FROM: 2/2,$0.20
DEBK,05/19/2014,16:58:45,1,,ASSOCIATED CASES,12-11128-MFW,$0.10
DEBK,05/19/2014,16:58:57,30,,DOCKET REPORT,12-11127-MFW FIL OR ENT: FILED FROM: 3/2,$3.00
DEBK,05/19/2014,16:59:35,2,,DOCKET REPORT,12-11128-MFW FIL OR ENT: FILED FROM: 3/2,$0.20
DEBK,05/19/2014,17:00:04,1,,ASSOCIATED CASES,12-11128-MFW,$0.10
DEBK,05/19/2014,17:00:58,30,,DOCKET REPORT,12-11127-MFW FIL OR ENT: FILED FROM: 2/2,$3.00
DEBK,05/19/2014,17:05:44,1,,DOCKET REPORT,14-50187-MFW FIL OR ENT: FILED FROM: 2/2,$0.10
DEBK,05/19/2014,17:06:16,1,,DOCKET REPORT,14-50201-MFW FIL OR ENT: FILED FROM: 2/2,$0.10
DEBK,05/20/2014,08:45:45,1,,DOCKET REPORT,14-50187-MFW FIL OR ENT: FILED FROM: 3/2,$0.10
DEBK,05/20/2014,08:45:52,26,,IMAGE1-1,14-50187-MFW,$2.60
DEBK,05/20/2014,08:45:52,11,,IMAGE1-0,14-50187-MFW,$1.10
DEBK,05/20/2014,08:45:53,1,,IMAGE1-2,14-50187-MFW,$0.10
DEBK,05/20/2014,08:46:37,3,,IMAGE5-0,14-50187-MFW,$0.30
DEBK,05/20/2014,08:46:37,3,,IMAGE5-1,14-50187-MFW,$0.30
DEBK,05/30/2014,17:46:57,2,CAG/AUDIT RESPONSE,DOCKET REPORT,13-52320-KG FIL OR ENT: FILED FROM: 9/1/,$0.20
DEBK,06/02/2014,11:06:41,1,CAG/JM SWANK/QUANTUM FOODS,SEARCH,LNAME: QUANTUM FOODS,$0.10
DEBK,06/02/2014,11:07:16,30,CAG/JM SWANK/QUANTUM FOODS,DOCKET REPORT,14-10318-KJC FIL OR ENT: FILED FROM: 2/1,$3.00
DEBK,06/02/2014,11:09:38,6,CAG/JM SWANK/QUANTUM FOODS,IMAGE43-0,14-10318-KJC                   DOCUMENT,$0.60
DEBK,06/02/2014,11:21:31,30,CAG/JM SWANK/QUANTUM FOODS,DOCKET REPORT,14-10318-KJC FIL OR ENT: FILED FROM: 2/1,$3.00
DEBK,06/02/2014,11:25:02,6,CAG/JM SWANK/QUANTUM FOODS,IMAGE122-0,14-10318-KJC                   DOCUMENT,$0.60
DEBK,06/02/2014,11:36:11,7,CAG/JM SWANK/QUANTUM FOODS,IMAGE345-0,14-10318-KJC                   DOCUMENT,$0.70
DEBK,06/02/2014,11:45:55,30,CAG/JM SWANK/QUANTUM FOODS,DOCKET REPORT,14-10318-KJC FIL OR ENT: FILED FROM: 2/1,$3.00
DEBK,06/02/2014,11:47:15,4,CAG/JM SWANK/QUANTUM FOODS,IMAGE346-0,14-10318-KJC                   DOCUMENT,$0.40
DEBK,06/02/2014,11:50:15,18,CAG/JM SWANK/QUANTUM FOODS,IMAGE353-1,14-10318-KJC,$1.80
DEBK,06/02/2014,11:50:15,6,CAG/JM SWANK/QUANTUM FOODS,IMAGE353-0,14-10318-KJC,$0.60
DEBK,06/02/2014,12:20:46,30,CAG/JM SWANK/QUANTUM FOODS,DOCKET REPORT,14-10318-KJC FIL OR ENT: FILED FROM: 2/1,$3.00
DEBK,06/02/2014,12:24:36,3,CAG/JM SWANK/QUANTUM FOODS,DEADLINE/SCHEDULE,14-10318-KJC,$0.30
DEBK,06/02/2014,15:05:27,30,CAG/JM SWANK/QUANTUM FOODS,IMAGE12-0,14-10318-KJC                   DOCUMENT,$3.00
DEBK,06/02/2014,15:09:52,30,CAG/JM SWANK/QUANTUM FOODS,DOCKET REPORT,14-10318-KJC FIL OR ENT: FILED FROM: 2/1,$3.00
DEBK,06/02/2014,15:09:59,30,CAG/JM SWANK/QUANTUM FOODS,IMAGE10-0,14-10318-KJC                   DOCUMENT,$3.00
DEBK,06/02/2014,15:45:31,30,CAG/JM SWANK/QUANTUM FOODS,DOCKET REPORT,14-10318-KJC FIL OR ENT: FILED FROM: 2/1,$3.00
DEBK,06/02/2014,15:47:30,23,CAG/JM SWANK/QUANTUM FOODS,IMAGE330-0,14-10318-KJC                   DOCUMENT,$2.30
DEBK,06/02/2014,15:59:24,30,CAG/JM SWANK/QUANTUM FOODS,DOCKET REPORT,14-10318-KJC FIL OR ENT: FILED FROM: 2/1,$3.00
DEBK,06/03/2014,12:23:36,1,CAG/BANKRUPTCY/QUANTUM FOODS,SEARCH,LNAME: QUANTUM FOODS,$0.10
DEBK,06/03/2014,12:24:33,1,CAG/BANKRUPTCY/QUANTUM FOODS,CLAIMS REGISTER,14-10318-KJC      FILED OR ENTERED FROM:,$0.10
DEBK,06/03/2014,12:29:07,1,CAG/BANKRUPTCY/QUANTUM FOODS,CLAIMS REGISTER,14-10318-KJC CREDITOR TYPE: CR     FILED,$0.10
DEBK,06/03/2014,12:34:53,1,CAG/BANKRUPTCY/QUANTUM FOODS,SEARCH,LNAME: CONAGRA,$0.10
DEBK,06/03/2014,12:35:35,1,CAG/BANKRUPTCY/QUANTUM FOODS,CREDITOR LIST,12-11127-MFW CREDITOR TYPE: ALL,$0.10
DEBK,06/03/2014,12:36:30,1,CAG/BANKRUPTCY/QUANTUM FOODS,SEARCH,LNAME: SWANK,$0.10
DEBK,06/03/2014,12:36:47,1,CAG/BANKRUPTCY/QUANTUM FOODS,SEARCH,LNAME: J.M. SWANK,$0.10
DEBK,06/03/2014,12:37:20,1,CAG/BANKRUPTCY/QUANTUM FOODS,SEARCH,LNAME: QUANTUM FOODS,$0.10
DEBK,06/03/2014,12:38:30,1,CAG/BANKRUPTCY/QUANTUM FOODS,CLAIMS REGISTER,14-10318-KJC      FILED OR ENTERED FROM:,$0.10
DEBK,06/03/2014,12:40:25,6,CAG/BANKRUPTCY/QUANTUM FOODS,ATTORNEY LIST,14-10318-KJC,$0.60
DEBK,06/03/2014,14:02:51,30,CAG/BANKRUPTCY/QUANTUM FOODS,DOCKET REPORT,14-10318-KJC FIL OR ENT: FILED FROM: 1/1,$3.00
DEBK,06/03/2014,14:03:25,3,CAG/BANKRUPTCY/QUANTUM FOODS,IMAGE393-0,14-10318-KJC                   DOCUMENT,$0.30
DEBK,06/03/2014,14:48:38,30,CAG/BANKRUPTCY/QUANTUM FOODS,DOCKET REPORT,14-10318-KJC FIL OR ENT: FILED FROM: 1/1,$3.00
DEBK,06/03/2014,14:48:52,6,CAG/BANKRUPTCY/QUANTUM FOODS,ATTORNEY LIST,14-10318-KJC,$0.60
DEBK,06/03/2014,14:49:41,2,CAG/BANKRUPTCY/QUANTUM FOODS,LIST OF CREDITORS,14-10318-KJC,$0.20
DEBK,06/03/2014,17:59:44,6,CAG/BANKRUPTCY/QUANTUM FOODS,ATTORNEY LIST,14-10318-KJC,$0.60
DEBK,06/10/2014,10:01:55,30,,DOCKET REPORT,14-10867-BLS FIL OR ENT: FILED FROM: 4/1,$3.00
DEBK,06/10/2014,10:03:53,3,,DEADLINE/SCHEDULE,14-10867-BLS,$0.30
DEBK,06/10/2014,10:04:09,1,,CLAIMS REGISTER,14-10867-BLS      FILED OR ENTERED FROM:,$0.10
DEBK,06/10/2014,10:04:22,18,,IMAGE20-0,14-10867-BLS,$1.80
DEBK,06/10/2014,10:04:23,27,,IMAGE20-1,14-10867-BLS,$2.70
DEBK,06/10/2014,10:05:01,30,,DOCKET REPORT,14-10867-BLS FIL OR ENT: FILED FROM: 4/1,$3.00
DEBK,06/10/2014,10:07:46,9,,IMAGE349-0,14-10867-BLS                   DOCUMENT,$0.90
DEBK,06/12/2014,10:16:52,1,COLDWATER CREEK,SEARCH,LNAME: COLDWATER CREEK,$0.10
DEBK,06/12/2014,10:17:24,30,COLDWATER CREEK,DOCKET REPORT,14-10867-BLS FIL OR ENT: FILED FROM: 2/1,$3.00
DEBK,06/12/2014,10:20:06,1,COLDWATER CREEK,IMAGE511-1,14-10867-BLS,$0.10
DEBK,06/12/2014,10:20:06,4,COLDWATER CREEK,IMAGE511-0,14-10867-BLS,$0.40
DEBK,06/12/2014,10:20:49,22,COLDWATER CREEK,IMAGE402-0,14-10867-BLS                   DOCUMENT,$2.20
DEBK,06/17/2014,16:05:47,30,,IMAGE359-0,14-10262-BLS                   DOCUMENT,$3.00
DEBK,06/17/2014,16:18:07,1,COLDWATER CREEK,SEARCH,LNAME: COLDWATER CREEK,$0.10
DEBK,06/17/2014,16:18:30,30,COLDWATER CREEK,DOCKET REPORT,14-10867-BLS FIL OR ENT: FILED FROM: 3/1,$3.00
DEBK,06/17/2014,16:18:45,11,COLDWATER CREEK,IMAGE284-0,14-10867-BLS                   DOCUMENT,$1.10
DEBK,06/19/2014,09:17:11,1,,CLAIMS REGISTER,14-10867-BLS      FILED OR ENTERED FROM:,$0.10
DEBK,06/19/2014,09:17:27,16,,RELATED TRANSACTIONS,14-10867-BLS      PENDING: P,$1.60
DEBK,06/19/2014,09:17:35,1,,NOTICE OF FILING,14-10867-BLS,$0.10
DEBK,06/19/2014,09:17:46,5,,FILER LIST,14-10867-BLS,$0.50
DEBK,06/19/2014,09:17:57,1,,FILER LIST,14-10867-BLS,$0.10
DEBK,06/19/2014,09:18:08,1,,CASE SUMMARY,14-10867-BLS,$0.10
DEBK,06/19/2014,09:18:13,1,,STATUS,14-10867-BLS,$0.10
DEBK,06/19/2014,09:18:20,26,,PARTY LIST,14-10867-BLS,$2.60
DEBK,06/19/2014,09:18:44,1,,CLAIMS SUMMARY,14-10867-BLS      FILED OR ENTERED FROM:,$0.10
DEBK,06/19/2014,15:57:14,1,COLDWATER CREEK,SEARCH,LNAME: COLDWATER CREEK,$0.10
DEBK,06/19/2014,15:57:46,30,COLDWATER CREEK,DOCKET REPORT,14-10867-BLS FIL OR ENT: FILED FROM: 4/1,$3.00
DEBK,06/19/2014,15:58:22,30,COLDWATER CREEK,IMAGE563-0,14-10867-BLS                   DOCUMENT,$3.00
DEBK,06/19/2014,22:51:08,1,COLDWATER CREEK,SEARCH,LNAME: COLDWATER CREEK,$0.10
DEBK,06/19/2014,22:51:31,30,COLDWATER CREEK,DOCKET REPORT,14-10867-BLS FIL OR ENT: FILED FROM: 4/1,$3.00
DEBK,06/19/2014,22:51:49,11,COLDWATER CREEK,IMAGE284-0,14-10867-BLS                   DOCUMENT,$1.10
DEBK,06/20/2014,12:48:07,1,MATRIX/COLDWATER CREEK,SEARCH,LNAME: COLDWATER CREEK,$0.10
DEBK,06/20/2014,12:48:37,1,MATRIX/COLDWATER CREEK,DOCKET REPORT,14-10868-BLS FIL OR ENT: FILED FROM: 4/1,$0.10
DEBK,06/20/2014,12:48:42,17,MATRIX/COLDWATER CREEK,IMAGE1-0,14-10868-BLS                   DOCUMENT,$1.70
DEBK,06/20/2014,12:59:40,1,MATRIX/COLDWATER CREEK,SEARCH,LNAME: COLDWATER CREEK,$0.10
DEBK,06/20/2014,12:59:54,30,MATRIX/COLDWATER CREEK,DOCKET REPORT,14-10867-BLS FIL OR ENT: FILED FROM: 4/1,$3.00
DEBK,06/20/2014,13:00:03,11,MATRIX/COLDWATER CREEK,IMAGE284-0,14-10867-BLS                   DOCUMENT,$1.10
DEBK,06/26/2014,11:53:15,5,,DOCKET REPORT,12-11136-KG FIL OR ENT: FILED FROM: 4/25,$0.50
DEBK,06/26/2014,11:53:35,4,,IMAGE1051-0,12-11136-KG                    DOCUMENT,$0.40
DEBK,06/27/2014,14:52:41,1,COLDWATER CREEK,SEARCH,LNAME: COLDWATER CREEK,$0.10
DEBK,06/27/2014,14:52:55,30,COLDWATER CREEK,DOCKET REPORT,14-10867-BLS FIL OR ENT: FILED FROM: 4/1,$3.00
DEBK,06/27/2014,15:03:03,2,COLDWATER CREEK,IMAGE284-1,14-10867-BLS                   DOCUMENT,$0.20
DEBK,06/27/2014,16:01:25,30,COLDWATER CREEK,DOCKET REPORT,14-10867-BLS FIL OR ENT: FILED FROM: 4/1,$3.00
DEBK,06/27/2014,16:30:55,2,COLDWATER CREEK,IMAGE284-6,14-10867-BLS                   DOCUMENT,$0.20
DEDC,04/03/2014,09:03:54,7,,DOCKET REPORT,1:13-CV-00514-LPS START DATE: 1/1/1970,$0.70
DEDC,04/03/2014,09:04:54,3,,IMAGE1-0,1:13-CV-00514-LPS DOCUMENT 1-0,$0.30
DEDC,04/03/2014,09:04:55,3,,IMAGE1-2,1:13-CV-00514-LPS DOCUMENT 1-2,$0.30
DEDC,04/03/2014,09:04:55,19,,IMAGE1-1,1:13-CV-00514-LPS DOCUMENT 1-1,$1.90
DEDC,05/21/2014,15:05:57,1,,SEARCH,LAST NAME: NGL ENERGY   TYPE: PTY,$0.10
DEDC,05/21/2014,15:06:11,1,,SEARCH,LAST NAME: GAVILON   TYPE: PTY,$0.10
DEDC,05/21/2014,15:06:28,4,,DOCKET REPORT,1:09-CV-00729-SLR START DATE: 1/1/1970,$0.40
DEDC,05/21/2014,15:06:54,1,,SEARCH,LAST NAME: GAVILON   TYPE: PTY,$0.10
DEDC,05/21/2014,15:07:15,1,,SEARCH,LAST NAME: NGL   TYPE: PTY,$0.10
FLMBK,06/10/2014,10:11:35,30,,DOCKET REPORT,8:13-BK-07834-MGW FIL OR ENT: FILED   DO,$3.00
FLMBK,06/10/2014,10:14:40,24,,IMAGE192-0,8:13-BK-07834-MGW              DOCUMENT,$2.40
FLMBK,06/10/2014,10:17:14,30,,IMAGE131-0,8:13-BK-07834-MGW              DOCUMENT,$3.00
FLMBK,06/10/2014,10:19:12,30,,DOCKET REPORT,8:13-BK-07834-MGW FIL OR ENT: FILED   DO,$3.00
FLMDC,04/02/2014,16:29:38,2,,DOCKET REPORT,8:14-CV-00145-EAK-EAJ,$0.20
FLMDC,04/02/2014,16:29:45,2,,IMAGE18-1,8:14-CV-00145-EAK-EAJ DOCUMENT 18-1,$0.20
FLMDC,04/02/2014,16:29:45,9,,IMAGE18-0,8:14-CV-00145-EAK-EAJ DOCUMENT 18-0,$0.90
FLMDC,06/24/2014,09:57:19,1,,SEARCH,LAST NAME: AJAX,$0.10
FLMDC,06/24/2014,09:59:51,3,,DOCKET REPORT,8:14-CV-00145-EAK-EAJ,$0.30
FLMDC,06/24/2014,10:00:30,2,,IMAGE23-0,8:14-CV-00145-EAK-EAJ DOCUMENT 23-0,$0.20
FLMDC,06/26/2014,08:48:02,1,VALMONT 843-22 AJAX,DOCKET REPORT,8:14-CV-00145-EAK-EAJ    STARTING WITH D,$0.10
FLMDC,06/27/2014,10:36:32,1,,SEARCH,LAST NAME: AJAX,$0.10
FLMDC,06/27/2014,10:36:40,3,,DOCKET REPORT,8:14-CV-00145-EAK-EAJ,$0.30
FLMDC,06/30/2014,12:58:08,30,MILLENNIUM,DOCKET REPORT,8:11-CV-00775-SCB-TBM,$3.00
FLMDC,06/30/2014,13:05:51,1,MILLENNIUM,IMAGE627-0,8:11-CV-00775-SCB-TBM DOCUMENT 627-0,$0.10
GANBK,04/03/2014,09:02:11,2,,DOCKET REPORT,13-77410-BEM FIL OR ENT: FILED FROM: 1/1,$0.20
GANDC,04/08/2014,13:19:42,3,,DOCKET REPORT,1:13-CV-00034-TWT,$0.30
GANDC,04/08/2014,13:25:10,10,,IMAGE1-0,1:13-CV-00034-TWT DOCUMENT 1-0,$1.00
GANDC,04/08/2014,13:33:12,30,,DOCKET REPORT,1:07-MD-01845-TWT,$3.00
GANDC,04/08/2014,13:56:56,2,,DOCKET REPORT,1:14-CV-00005-TWT,$0.20
GANDC,04/08/2014,13:57:22,8,,IMAGE1-1,1:14-CV-00005-TWT DOCUMENT 1-1,$0.80
IANDC,04/08/2014,12:34:27,30,,DOCKET REPORT,5:11-CV-04077-MWB,$3.00
IANDC,04/09/2014,15:22:23,12,,DOCKET REPORT,5:10-CV-04084-MWB,$1.20
IANDC,04/22/2014,09:01:24,1,,SEARCH,LAST NAME: MIDAMERICAN   TYPE: PTY,$0.10
IANDC,04/22/2014,09:01:49,2,,DOCKET REPORT,1:04-MC-00100-JSS,$0.20
IANDC,04/22/2014,09:02:12,1,,SEARCH,LAST NAME: MIDAMERICAN   TYPE: PTY,$0.10
IANDC,04/22/2014,09:02:22,2,,DOCKET REPORT,5:96-CV-04031-MWB,$0.20
IANDC,04/22/2014,09:03:02,3,,DOCKET REPORT,5:96-CV-04067-DEO,$0.30
IANDC,05/13/2014,14:44:11,2,,HISTORY/DOCUMENTS,3:14-CV-03008-MWB,$0.20
IANDC,06/20/2014,09:22:12,2,,HISTORY/DOCUMENTS,3:14-CV-03008-MWB,$0.20
IANDC,06/26/2014,17:21:37,3,OMAHA STEAKS,IMAGE49-2,5:13-CV-04095-MWB DOCUMENT 49-2,$0.30
IASBK,04/01/2014,16:06:33,4,,DOCKET REPORT,12-30098-ALS FIL OR ENT: FILED FROM: 1/1,$0.40
IASBK,04/01/2014,16:06:45,17,,IMAGE302-0,12-30098-ALS                   DOCUMENT,$1.70
IASBK,04/01/2014,16:08:01,3,,IMAGE303-0,12-30098-ALS                   DOCUMENT,$0.30
IASBK,04/01/2014,16:12:17,4,,DOCKET REPORT,12-30098-ALS FIL OR ENT: FILED FROM: 1/1,$0.40
IASBK,04/02/2014,09:08:56,28,,DOCKET REPORT,12-30098-ALS FIL OR ENT: FILED FROM: 1/1,$2.80
IASBK,04/02/2014,09:09:13,6,,IMAGE27-0,12-30098-ALS                   DOCUMENT,$0.60
IASBK,04/02/2014,09:12:05,3,,IMAGE28-0,12-30098-ALS                   DOCUMENT,$0.30
IASBK,04/03/2014,16:04:23,30,,DOCKET REPORT,12-02872-ALS11 FIL OR ENT: FILED FROM: 1,$3.00
IASBK,04/03/2014,16:04:45,13,,IMAGE658-0,12-02872-ALS11                 DOCUMENT,$1.30
IASBK,04/10/2014,15:51:07,17,,HISTORY/DOCUMENTS,12-02872-ALS11 TYPE: HISTORY,$1.70
IASBK,04/10/2014,15:51:21,13,,IMAGE658-0,12-02872-ALS11                 DOCUMENT,$1.30
IASBK,04/10/2014,15:51:34,2,,IMAGE653-0,12-02872-ALS11                 DOCUMENT,$0.20
IASBK,04/10/2014,15:52:00,2,,IMAGE618-0,12-02872-ALS11                 DOCUMENT,$0.20
IASBK,04/10/2014,15:53:31,2,,IMAGE619-0,12-02872-ALS11                 DOCUMENT,$0.20
IASBK,04/10/2014,15:54:10,2,,IMAGE623-0,12-02872-ALS11                 DOCUMENT,$0.20
IASBK,04/10/2014,15:54:20,2,,IMAGE621-0,12-02872-ALS11                 DOCUMENT,$0.20
IASBK,04/10/2014,20:25:13,8,,CREDITOR LIST,12-02872-ALS11 CREDITOR TYPE: ALL,$0.80
IASBK,04/10/2014,20:25:39,12,,CLAIMS REGISTER,12-02872-ALS11 CREDITOR TYPE: CR     FIL,$1.20
IASBK,04/10/2014,20:25:55,30,,IMAGE4703601-0,12-02872-ALS11                 DOCUMENT,$3.00
IASBK,04/14/2014,08:56:55,12,,CLAIMS REGISTER,12-02872-ALS11      FILED OR ENTERED FRO,$1.20
IASBK,04/14/2014,08:57:06,30,,IMAGE4703601-0,12-02872-ALS11                 DOCUMENT,$3.00
IASBK,04/15/2014,16:23:33,3,,DEADLINE/SCHEDULE,12-02872-ALS11,$0.30
IASBK,04/15/2014,16:23:45,2,,IMAGE628-0,12-02872-ALS11                 DOCUMENT,$0.20
IASBK,04/15/2014,16:24:02,2,,IMAGE624-0,12-02872-ALS11                 DOCUMENT,$0.20
IASBK,04/15/2014,16:24:23,1,,IMAGE663-0,12-02872-ALS11                 DOCUMENT,$0.10
IASBK,04/16/2014,12:53:51,30,,DOCKET REPORT,12-02872-ALS11 FIL OR ENT: FILED FROM: 1,$3.00
IASBK,04/16/2014,12:54:08,12,,CLAIMS REGISTER,12-02872-ALS11      FILED OR ENTERED FRO,$1.20
IASBK,04/17/2014,11:56:42,19,,IMAGE309-0,12-30098-ALS                   DOCUMENT,$1.90
IASBK,04/17/2014,11:57:48,13,,IMAGE227-0,12-30081-ALS                   DOCUMENT,$1.30
IASBK,05/19/2014,08:28:43,30,,IMAGE678-0,12-02872-ALS11                 DOCUMENT,$3.00
IASBK,06/03/2014,07:51:44,30,,DOCKET REPORT,12-02872-ALS11 FIL OR ENT: FILED FROM: 1,$3.00
IASBK,06/03/2014,07:51:56,2,,IMAGE682-0,12-02872-ALS11                 DOCUMENT,$0.20
IASBK,06/03/2014,08:32:59,30,,DOCKET REPORT,12-02872-ALS11 FIL OR ENT: FILED FROM: 1,$3.00
IASDC,04/09/2014,09:32:05,4,OFFICE,DOCKET REPORT,4:13-CV-00426-CRW-HCA START DATE: 1/1/19,$0.40
IASDC,04/09/2014,16:28:05,3,MOLAND-POSSIBLE NEW CLIENT,DOCKET REPORT,3:11-CV-00016-RP-RAW START DATE: 1/1/197,$0.30
IASDC,04/09/2014,16:32:58,1,MOLAND-POSSIBLE NEW CLIENT,CASE SUMMARY,4:13-CV-00021-REL-RAW,$0.10
IASDC,04/09/2014,16:33:20,2,MOLAND-POSSIBLE NEW CLIENT,DOCKET REPORT,4:13-CV-00021-REL-RAW START DATE: 1/1/19,$0.20
IASDC,04/09/2014,16:33:46,2,MOLAND-POSSIBLE NEW CLIENT,DOCKET REPORT,4:13-CV-00194-SMR-RAW START DATE: 1/1/19,$0.20
IASDC,04/09/2014,16:34:05,3,MOLAND-POSSIBLE NEW CLIENT,DOCKET REPORT,4:13-CV-00280-SMR-RAW START DATE: 1/1/19,$0.30
IASDC,05/05/2014,11:41:16,4,OFFICE,DOCKET REPORT,4:13-CV-00426-CRW-HCA START DATE: 1/1/19,$0.40
IASDC,05/05/2014,11:41:44,5,OFFICE,IMAGE30-0,4:13-CV-00426-CRW-HCA DOCUMENT 30-0,$0.50
IASDC,05/09/2014,08:54:15,1,,DOCKET REPORT,4:14-CV-00185-JEG-HCA START DATE: 1/1/19,$0.10
IASDC,05/09/2014,08:54:56,15,,IMAGE1-0,4:14-CV-00185-JEG-HCA DOCUMENT 1-0,$1.50
IASDC,05/09/2014,08:57:13,1,,DOCKET REPORT,4:14-CV-00185-JEG-HCA START DATE: 1/1/19,$0.10
IASDC,05/09/2014,09:00:32,2,,IMAGE1-15,4:14-CV-00185-JEG-HCA DOCUMENT 1-15,$0.20
IASDC,05/09/2014,09:00:56,1,,DOCKET REPORT,4:14-CV-00185-JEG-HCA START DATE: 1/1/19,$0.10
IASDC,05/09/2014,09:01:16,20,,IMAGE1-16,4:14-CV-00185-JEG-HCA DOCUMENT 1-16,$2.00
IASDC,05/30/2014,10:52:05,4,28551-0 WMG,DOCKET REPORT,4:13-CV-00426-CRW-HCA,$0.40
IASDC,05/30/2014,11:15:24,6,28551-0000 WMG,IMAGE1-0,4:13-CV-00426-CRW-HCA DOCUMENT 1-0,$0.60
IASDC,05/30/2014,11:15:25,23,28551-0000 WMG,IMAGE1-1,4:13-CV-00426-CRW-HCA DOCUMENT 1-1,$2.30
IASDC,05/30/2014,11:18:14,2,28551-0000 WMG,IMAGE2-0,4:13-CV-00426-CRW-HCA DOCUMENT 2-0,$0.20
IASDC,05/30/2014,11:18:14,1,28551-0000 WMG,IMAGE3-0,4:13-CV-00426-CRW-HCA DOCUMENT 3-0,$0.10
IASDC,06/10/2014,09:52:16,2,,DOCKET REPORT,1:14-CV-00016-JEG-HCA START DATE: 1/1/19,$0.20
IASDC,06/10/2014,09:52:57,8,,IMAGE1-0,1:14-CV-00016-JEG-HCA DOCUMENT 1-0,$0.80
IASDC,06/10/2014,09:52:58,9,,IMAGE1-2,1:14-CV-00016-JEG-HCA DOCUMENT 1-2,$0.90
IASDC,06/10/2014,09:52:59,8,,IMAGE1-3,1:14-CV-00016-JEG-HCA DOCUMENT 1-3,$0.80
IASDC,06/10/2014,09:53:00,6,,IMAGE1-4,1:14-CV-00016-JEG-HCA DOCUMENT 1-4,$0.60
IASDC,06/10/2014,09:53:00,9,,IMAGE1-6,1:14-CV-00016-JEG-HCA DOCUMENT 1-6,$0.90
IASDC,06/10/2014,09:53:00,1,,IMAGE1-5,1:14-CV-00016-JEG-HCA DOCUMENT 1-5,$0.10
IASDC,06/10/2014,09:53:01,2,,IMAGE1-7,1:14-CV-00016-JEG-HCA DOCUMENT 1-7,$0.20
IASDC,06/10/2014,09:53:01,3,,IMAGE1-8,1:14-CV-00016-JEG-HCA DOCUMENT 1-8,$0.30
IASDC,06/10/2014,09:53:01,3,,IMAGE1-9,1:14-CV-00016-JEG-HCA DOCUMENT 1-9,$0.30
IASDC,06/10/2014,09:53:02,4,,IMAGE1-10,1:14-CV-00016-JEG-HCA DOCUMENT 1-10,$0.40
IASDC,06/10/2014,09:53:02,5,,IMAGE1-11,1:14-CV-00016-JEG-HCA DOCUMENT 1-11,$0.50
IASDC,06/10/2014,09:53:02,2,,IMAGE1-12,1:14-CV-00016-JEG-HCA DOCUMENT 1-12,$0.20
IASDC,06/10/2014,12:05:32,4,OFFICE,DOCKET REPORT,4:13-CV-00426-CRW-HCA START DATE: 1/1/19,$0.40
IASDC,06/16/2014,07:47:07,1,,DOCKET REPORT,4:14-CV-00228-JAJ-HCA START DATE: 1/1/19,$0.10
IASDC,06/16/2014,07:47:34,7,,IMAGE1-0,4:14-CV-00228-JAJ-HCA DOCUMENT 1-0,$0.70
IASDC,06/16/2014,07:47:35,2,,IMAGE1-1,4:14-CV-00228-JAJ-HCA DOCUMENT 1-1,$0.20
IASDC,06/16/2014,07:48:03,1,,DOCKET REPORT,4:14-CV-00228-JAJ-HCA START DATE: 1/1/19,$0.10
IASDC,06/16/2014,08:28:49,4,OFFICE,DOCKET REPORT,4:13-CV-00426-CRW-HCA START DATE: 1/1/19,$0.40
IASDC,06/16/2014,08:30:06,8,OFFICE,IMAGE25-0,4:13-CV-00426-CRW-HCA DOCUMENT 25-0,$0.80
IASDC,06/16/2014,08:35:39,2,OFFICE,IMAGE21-0,4:13-CV-00426-CRW-HCA DOCUMENT 21-0,$0.20
